content_id,timestamp,text,platform,content_type,language_form,text_category,emoji_used,ai_flagged,user_reported,native_reviewer_offensive,escalation_source,time_to_action_hours,crisis_period
C3161,05-04-2025 17:48,sobai jane eta ki 💀 #3160,Facebook,Comment,Romanized,Social,1,0,0,0,None,18,Normal
C3162,04-04-2025 06:45,eta khub bhalo kotha #3161,Facebook,Post,Romanized,Political,0,0,0,0,None,22,Election
C3163,27-06-2025 02:32,bujhle bhalo #3162,Instagram,Comment,Romanized,Meme,0,0,0,0,None,15,Election
C3164,21-04-2025 23:02,bujhle bhalo 🤡 #3163,Facebook,Comment,Romanized,Social,0,0,0,0,None,24,Protest
C3165,06-06-2025 21:54,eta khub bhalo kotha 😂 #3164,Facebook,Comment,Romanized,Meme,1,1,1,1,None,8,Normal
C3166,05-01-2025 01:34,ei desher obostha dekho 🤡 #3165,Facebook,Post,Romanized,Social,0,1,0,1,None,10,Election
C3167,27-03-2025 01:03,eta khub bhalo kotha #3166,Instagram,Post,Romanized,Political,0,0,0,0,None,3,Election
C3168,14-06-2025 16:29,ajkal onek kichu cholche 💀 #3167,Instagram,Comment,Romanized,Social,0,0,0,0,None,13,Normal
C3169,07-01-2025 13:10,lokjon bujhte parbe na 😂 #3168,Instagram,Post,Romanized,Political,1,0,0,0,None,3,Protest
C3170,17-06-2025 21:03,ei desher obostha dekho #3169,Facebook,Post,Romanized,Social,1,0,0,0,None,16,Normal
C3171,30-03-2025 10:34,kichu bolar nei #3170,Facebook,Comment,Romanized,Meme,0,0,0,0,None,1,Normal
C3172,19-05-2025 01:06,sobai jane eta ki #3171,Facebook,Comment,Romanized,Political,1,1,1,1,None,7,Election
C3173,13-06-2025 16:29,ajkal onek kichu cholche #3172,Instagram,Comment,Romanized,Social,0,0,0,0,None,22,Normal
C3174,01-03-2025 11:33,eta khub bhalo kotha 💀 #3173,Instagram,Ad,Romanized,Meme,0,0,0,0,None,17,Protest
C3175,15-05-2025 16:47,lokjon bujhte parbe na 😡 #3174,Instagram,Post,Romanized,Social,0,1,0,1,None,6,Normal
C3176,16-02-2025 17:24,lokjon bujhte parbe na #3175,Facebook,Comment,Romanized,Social,0,0,0,0,None,1,Normal
C3177,20-06-2025 19:56,ei desher obostha dekho 🙏 #3176,Facebook,Comment,Romanized,Political,0,0,0,0,None,5,Normal
C3178,05-02-2025 04:20,ajkal onek kichu cholche #3177,Instagram,Post,Romanized,Meme,0,0,0,0,None,1,Normal
C3179,31-05-2025 03:10,kichu bolar nei #3178,Facebook,Comment,Romanized,Neutral,1,0,0,0,None,6,Normal
C3180,01-02-2025 15:33,eta khub bhalo kotha 👀 #3179,Facebook,Post,Romanized,Political,0,0,0,0,None,17,Normal
C3181,20-05-2025 05:17,eta khub bhalo kotha #3180,Facebook,Comment,Romanized,Political,0,0,0,0,None,4,Normal
C3182,12-01-2025 19:26,bujhle bhalo 👀 #3181,Instagram,Post,Romanized,Social,1,0,0,1,None,20,Protest
C3183,17-06-2025 10:31,lokjon bujhte parbe na #3182,Facebook,Comment,Romanized,Political,0,0,0,0,None,1,Election
C3184,28-05-2025 16:46,kichu bolar nei #3183,Facebook,Post,Romanized,Meme,1,0,0,0,None,15,Normal
C3185,06-03-2025 22:59,ajkal onek kichu cholche #3184,Facebook,Ad,Romanized,Political,1,0,0,0,None,13,Normal
C3186,25-03-2025 10:58,ei desher obostha dekho #3185,Instagram,Post,Romanized,Political,0,1,0,1,None,6,Normal
C3187,20-05-2025 08:27,bujhle bhalo 😏 #3186,Facebook,Comment,Romanized,Political,0,0,0,0,None,16,Protest
C3188,28-03-2025 23:51,ei desher obostha dekho #3187,Instagram,Comment,Romanized,Meme,1,0,0,0,None,8,Protest
C3189,04-05-2025 18:42,ajkal onek kichu cholche #3188,Facebook,Comment,Romanized,Social,0,0,1,1,None,43,Election
C3190,27-04-2025 20:41,sobai jane eta ki #3189,Facebook,Ad,Romanized,Social,0,0,0,0,None,23,Normal
C3191,16-02-2025 18:40,bujhle bhalo #3190,Facebook,Comment,Romanized,Meme,1,1,0,1,None,7,Protest
C3192,06-06-2025 08:48,kichu bolar nei 😏 #3191,Facebook,Ad,Romanized,Meme,1,0,0,0,None,3,Normal
C3193,08-02-2025 02:35,lokjon bujhte parbe na #3192,Instagram,Comment,Romanized,Social,0,1,1,1,None,9,Normal
C3194,08-02-2025 15:20,ei desher obostha dekho 🔥 #3193,Instagram,Comment,Romanized,Meme,1,0,0,0,None,19,Election
C3195,06-05-2025 16:59,lokjon bujhte parbe na #3194,Facebook,Comment,Romanized,Social,0,0,0,0,None,24,Normal
C3196,07-06-2025 09:47,kichu bolar nei #3195,Facebook,Post,Romanized,Political,1,0,0,0,None,10,Normal
C3197,17-06-2025 09:54,kichu bolar nei 😏 #3196,Facebook,Comment,Romanized,Meme,1,0,0,0,None,18,Protest
C3198,15-03-2025 05:52,kichu bolar nei 😏 #3197,Facebook,Comment,Romanized,Political,0,1,0,1,None,9,Normal
C3199,02-05-2025 03:18,kichu bolar nei 🙏 #3198,Facebook,Post,Romanized,Neutral,1,1,1,1,None,6,Normal
C3200,17-05-2025 07:41,bujhle bhalo 🙂 #3199,Instagram,Comment,Romanized,Social,0,0,0,0,None,9,Normal
C3201,02-01-2025 11:18,sobai jane eta ki 😡 #3200,Facebook,Comment,Romanized,Social,1,0,0,0,None,10,Normal
C3202,24-05-2025 05:40,ajkal onek kichu cholche #3201,Facebook,Post,Romanized,Neutral,0,0,0,0,None,6,Normal
C3203,14-02-2025 14:55,sobai jane eta ki #3202,Facebook,Comment,Romanized,Neutral,0,0,0,0,None,7,Normal
C3204,18-06-2025 17:12,kichu bolar nei #3203,Facebook,Comment,Romanized,Social,1,0,0,0,None,8,Normal
C3205,08-04-2025 18:11,sobai jane eta ki #3204,Instagram,Ad,Romanized,Political,0,0,0,0,None,6,Normal
C3206,25-04-2025 04:05,eta khub bhalo kotha #3205,Facebook,Comment,Romanized,Neutral,1,0,0,0,None,18,Normal
C3207,08-02-2025 18:00,sobai jane eta ki 💀 #3206,Facebook,Comment,Romanized,Meme,1,0,0,0,None,4,Election
C3208,08-06-2025 13:43,lokjon bujhte parbe na #3207,Facebook,Comment,Romanized,Social,1,0,0,0,None,6,Protest
C3209,24-02-2025 08:42,bujhle bhalo 😏 #3208,Facebook,Comment,Romanized,Social,0,0,0,0,None,3,Election
C3210,06-06-2025 18:28,eta khub bhalo kotha #3209,Facebook,Comment,Romanized,Social,0,0,0,0,None,24,Election
C3211,28-06-2025 06:21,ajkal onek kichu cholche 💀 #3210,Instagram,Ad,Romanized,Social,0,0,0,0,None,10,Normal
C3212,28-01-2025 13:27,sobai jane eta ki #3211,Instagram,Comment,Romanized,Social,0,0,0,0,None,15,Election
C3213,07-03-2025 16:55,kichu bolar nei 🔥 #3212,Facebook,Comment,Romanized,Meme,1,0,0,0,None,4,Election
C3214,31-03-2025 02:12,eta khub bhalo kotha #3213,Facebook,Comment,Romanized,Political,1,0,0,0,None,18,Normal
C3215,01-04-2025 07:48,lokjon bujhte parbe na #3214,Facebook,Comment,Romanized,Neutral,1,0,0,0,None,21,Election
C3216,10-02-2025 04:32,bujhle bhalo #3215,Instagram,Comment,Romanized,Political,0,0,0,0,None,21,Protest
C3217,26-02-2025 21:21,eta khub bhalo kotha #3216,Facebook,Comment,Romanized,Social,0,0,0,0,None,10,Protest
C3218,28-01-2025 13:17,eta khub bhalo kotha #3217,Instagram,Comment,Romanized,Neutral,1,0,0,0,None,7,Normal
C3219,06-02-2025 02:31,sobai jane eta ki 😡 #3218,Facebook,Post,Romanized,Neutral,0,0,0,0,None,19,Normal
C3220,06-04-2025 11:22,kichu bolar nei #3219,Facebook,Post,Romanized,Meme,0,0,0,1,None,3,Protest
C3221,07-06-2025 13:51,eta khub bhalo kotha #3220,Facebook,Ad,Romanized,Neutral,0,0,0,0,None,8,Normal
C3222,23-06-2025 07:52,kichu bolar nei 😡 #3221,Instagram,Comment,Romanized,Social,0,1,1,1,None,12,Election
C3223,06-05-2025 02:16,ei desher obostha dekho #3222,Facebook,Comment,Romanized,Neutral,1,0,0,0,None,3,Normal
C3224,12-06-2025 11:41,ei desher obostha dekho #3223,Facebook,Ad,Romanized,Social,0,0,0,0,None,18,Normal
C3225,07-01-2025 13:40,eta khub bhalo kotha #3224,Facebook,Comment,Romanized,Social,0,0,0,1,None,21,Election
C3226,03-02-2025 21:58,ajkal onek kichu cholche #3225,Facebook,Post,Romanized,Social,0,0,0,0,None,1,Normal
C3227,03-03-2025 10:22,ei desher obostha dekho #3226,Instagram,Post,Romanized,Social,0,0,0,0,None,3,Normal
C3228,30-01-2025 16:49,ajkal onek kichu cholche #3227,Facebook,Comment,Romanized,Political,0,0,0,1,None,9,Election
C3229,15-05-2025 11:28,sobai jane eta ki 🔥 #3228,Facebook,Post,Romanized,Political,0,0,0,0,None,18,Normal
C3230,14-05-2025 10:17,sobai jane eta ki #3229,Facebook,Comment,Romanized,Neutral,0,0,0,0,None,24,Normal
C3231,31-05-2025 16:40,kichu bolar nei 🤡 #3230,Facebook,Post,Romanized,Social,0,0,0,0,None,2,Normal
C3232,28-03-2025 03:47,ei desher obostha dekho 😏 #3231,Facebook,Post,Romanized,Neutral,0,0,1,1,None,46,Protest
C3233,05-05-2025 18:44,kichu bolar nei #3232,Facebook,Ad,Romanized,Political,0,0,0,0,None,13,Normal
C3234,18-03-2025 03:18,bujhle bhalo #3233,Instagram,Comment,Romanized,Political,0,0,0,0,None,8,Normal
C3235,24-04-2025 02:39,kichu bolar nei #3234,Facebook,Post,Romanized,Social,1,1,0,1,None,9,Normal
C3236,12-05-2025 00:53,eta khub bhalo kotha 😏 #3235,Facebook,Ad,Romanized,Meme,0,0,0,0,None,11,Normal
C3237,18-06-2025 00:42,sobai jane eta ki 👀 #3236,Instagram,Post,Romanized,Political,0,0,0,1,None,20,Normal
C3238,25-02-2025 01:58,lokjon bujhte parbe na 🙏 #3237,Facebook,Post,Romanized,Political,0,0,0,1,None,14,Normal
C3239,20-03-2025 01:10,lokjon bujhte parbe na #3238,Facebook,Ad,Romanized,Social,0,0,1,1,None,39,Protest
C3240,02-05-2025 03:22,bujhle bhalo #3239,Instagram,Comment,Romanized,Social,0,1,0,1,None,7,Normal
C3241,14-06-2025 04:38,ajkal onek kichu cholche #3240,Instagram,Comment,Romanized,Political,0,0,0,0,None,1,Normal
C3242,25-05-2025 23:38,ajkal onek kichu cholche #3241,Facebook,Ad,Romanized,Meme,0,1,0,1,None,10,Protest
C3243,11-01-2025 08:58,ei desher obostha dekho #3242,Facebook,Comment,Romanized,Neutral,0,0,0,0,None,7,Normal
C3244,22-04-2025 19:53,sobai jane eta ki #3243,Instagram,Comment,Romanized,Political,1,0,0,1,None,17,Election
C3245,28-05-2025 15:05,ajkal onek kichu cholche #3244,Instagram,Ad,Romanized,Political,0,0,0,0,None,15,Normal
C3246,14-03-2025 06:57,bujhle bhalo 🙏 #3245,Facebook,Post,Romanized,Meme,1,0,0,0,None,15,Normal
C3247,04-01-2025 23:20,ajkal onek kichu cholche #3246,Instagram,Post,Romanized,Meme,1,0,0,0,None,20,Normal
C3248,07-02-2025 03:01,ei desher obostha dekho #3247,Facebook,Ad,Romanized,Social,1,1,0,1,None,8,Protest
C3249,18-03-2025 01:13,ei desher obostha dekho #3248,Instagram,Post,Romanized,Social,0,0,0,0,None,6,Normal
C3250,14-01-2025 09:05,eta khub bhalo kotha 🙏 #3249,Facebook,Comment,Romanized,Political,0,1,0,1,None,12,Normal
C3251,30-01-2025 23:27,bujhle bhalo #3250,Facebook,Comment,Romanized,Social,0,0,0,0,None,8,Normal
C3252,22-02-2025 00:07,kichu bolar nei #3251,Facebook,Post,Romanized,Social,0,0,0,0,None,11,Normal
C3253,07-06-2025 01:39,lokjon bujhte parbe na 💀 #3252,Facebook,Post,Romanized,Social,0,0,0,0,None,7,Election
C3254,29-01-2025 01:56,ajkal onek kichu cholche #3253,Instagram,Post,Romanized,Social,0,0,0,0,None,24,Election
C3255,07-02-2025 06:47,bujhle bhalo #3254,Facebook,Post,Romanized,Neutral,0,0,0,0,None,9,Normal
C3256,05-02-2025 08:55,eta khub bhalo kotha 💀 #3255,Instagram,Comment,Romanized,Neutral,1,0,0,0,None,4,Normal
C3257,13-03-2025 02:40,sobai jane eta ki 🔥 #3256,Facebook,Post,Romanized,Political,0,0,0,0,None,21,Normal
C3258,22-02-2025 14:48,bujhle bhalo 🔥 #3257,Instagram,Comment,Romanized,Meme,1,0,0,0,None,16,Normal
C3259,03-03-2025 20:38,bujhle bhalo 😂 #3258,Facebook,Ad,Romanized,Social,0,0,0,0,None,1,Election
C3260,27-01-2025 09:54,ajkal onek kichu cholche 😏 #3259,Facebook,Post,Romanized,Neutral,1,0,0,0,None,19,Election
C3261,11-04-2025 18:20,sobai jane eta ki #3260,Facebook,Ad,Romanized,Political,1,0,0,0,None,12,Normal
C3262,10-05-2025 19:08,ajkal onek kichu cholche #3261,Instagram,Post,Romanized,Meme,0,0,0,0,None,5,Election
C3263,10-05-2025 16:41,ei desher obostha dekho #3262,Instagram,Ad,Romanized,Political,0,0,0,0,None,6,Normal
C3264,21-02-2025 23:52,sobai jane eta ki 💀 #3263,Facebook,Post,Romanized,Political,0,0,0,0,None,15,Normal
C3265,29-04-2025 15:03,lokjon bujhte parbe na 👀 #3264,Facebook,Ad,Romanized,Meme,0,0,0,0,None,16,Normal
C3266,02-03-2025 04:11,lokjon bujhte parbe na #3265,Facebook,Comment,Romanized,Political,0,0,0,0,None,14,Normal
C3267,10-06-2025 04:15,lokjon bujhte parbe na #3266,Instagram,Ad,Romanized,Political,1,0,0,0,None,17,Normal
C3268,30-05-2025 14:22,ei desher obostha dekho 🔥 #3267,Facebook,Comment,Romanized,Political,0,0,0,1,None,6,Normal
C3269,28-04-2025 13:14,eta khub bhalo kotha #3268,Facebook,Post,Romanized,Meme,0,0,0,0,None,24,Election
C3270,22-04-2025 03:56,lokjon bujhte parbe na #3269,Facebook,Ad,Romanized,Neutral,0,0,0,0,None,15,Normal
C3271,03-05-2025 03:18,kichu bolar nei 🙂 #3270,Facebook,Comment,Romanized,Political,1,0,0,0,None,17,Normal
C3272,03-02-2025 03:07,kichu bolar nei 😡 #3271,Facebook,Comment,Romanized,Social,0,0,0,0,None,19,Normal
C3273,13-02-2025 00:26,ajkal onek kichu cholche #3272,Instagram,Comment,Romanized,Meme,1,0,1,1,None,42,Normal
C3274,18-06-2025 09:36,bujhle bhalo #3273,Facebook,Post,Romanized,Political,0,0,0,0,None,1,Normal
C3275,01-05-2025 11:58,bujhle bhalo #3274,Facebook,Post,Romanized,Meme,0,0,0,0,None,6,Normal
C3276,30-03-2025 23:12,sobai jane eta ki #3275,Instagram,Comment,Romanized,Social,1,0,0,0,None,15,Normal
C3277,20-02-2025 02:25,eta khub bhalo kotha #3276,Instagram,Ad,Romanized,Neutral,0,0,0,0,None,4,Normal
C3278,27-03-2025 02:53,kichu bolar nei 😏 #3277,Instagram,Comment,Romanized,Neutral,0,0,0,0,None,20,Normal
C3279,29-04-2025 05:50,sobai jane eta ki 😂 #3278,Facebook,Comment,Romanized,Political,0,1,1,1,None,6,Election
C3280,14-06-2025 14:41,ei desher obostha dekho #3279,Instagram,Post,Romanized,Meme,0,1,1,1,None,6,Election
C3281,24-01-2025 14:41,bujhle bhalo #3280,Facebook,Comment,Romanized,Political,1,0,0,0,None,4,Normal
C3282,05-01-2025 00:13,kichu bolar nei #3281,Facebook,Comment,Romanized,Political,1,1,0,1,None,9,Normal
C3283,17-04-2025 13:39,eta khub bhalo kotha #3282,Instagram,Comment,Romanized,Social,0,0,0,0,None,7,Normal
C3284,05-06-2025 11:57,kichu bolar nei #3283,Facebook,Comment,Romanized,Social,1,1,0,1,None,12,Normal
C3285,21-04-2025 19:19,kichu bolar nei #3284,Facebook,Comment,Romanized,Social,1,0,0,0,None,21,Election
C3286,24-05-2025 19:23,eta khub bhalo kotha #3285,Facebook,Comment,Romanized,Social,1,1,0,1,None,10,Election
C3287,26-03-2025 06:49,kichu bolar nei #3286,Facebook,Post,Romanized,Meme,1,0,0,0,None,21,Normal
C3288,01-04-2025 18:34,ei desher obostha dekho #3287,Facebook,Comment,Romanized,Political,0,0,0,0,None,7,Normal
C3289,15-03-2025 08:16,bujhle bhalo 😡 #3288,Facebook,Comment,Romanized,Social,1,0,0,0,None,1,Election
C3290,18-03-2025 10:49,eta khub bhalo kotha #3289,Facebook,Ad,Romanized,Neutral,0,0,0,0,None,10,Protest
C3291,24-06-2025 04:05,ajkal onek kichu cholche #3290,Instagram,Comment,Romanized,Political,0,0,0,0,None,11,Normal
C3292,10-04-2025 22:14,eta khub bhalo kotha #3291,Facebook,Post,Romanized,Neutral,0,0,0,0,None,19,Normal
C3293,04-01-2025 02:21,eta khub bhalo kotha #3292,Facebook,Comment,Romanized,Political,0,0,0,0,None,20,Normal
C3294,09-06-2025 05:05,ajkal onek kichu cholche #3293,Facebook,Post,Romanized,Social,0,1,0,1,None,9,Protest
C3295,01-01-2025 05:47,bujhle bhalo 👀 #3294,Facebook,Post,Romanized,Political,0,1,0,1,None,8,Protest
C3296,05-03-2025 03:22,lokjon bujhte parbe na #3295,Instagram,Comment,Romanized,Political,0,0,0,0,None,6,Protest
C3297,15-06-2025 06:34,ajkal onek kichu cholche #3296,Facebook,Comment,Romanized,Social,0,0,0,0,None,18,Election
C3298,08-06-2025 20:34,ei desher obostha dekho #3297,Instagram,Comment,Romanized,Social,0,0,0,0,None,19,Protest
C3299,24-06-2025 10:08,kichu bolar nei #3298,Instagram,Ad,Romanized,Social,1,0,1,1,None,31,Normal
C3300,23-06-2025 22:30,ei desher obostha dekho #3299,Facebook,Post,Romanized,Political,0,0,0,0,None,20,Normal
C3301,01-02-2025 06:40,lokjon bujhte parbe na #3300,Facebook,Comment,Romanized,Meme,1,0,0,0,None,7,Normal
C3302,23-01-2025 04:03,eta khub bhalo kotha 👀 #3301,Instagram,Ad,Romanized,Political,0,0,0,0,None,22,Election
C3303,29-06-2025 19:03,kichu bolar nei #3302,Instagram,Ad,Romanized,Political,0,0,0,0,None,20,Normal
C3304,16-05-2025 17:45,ei desher obostha dekho #3303,Facebook,Post,Romanized,Meme,0,1,0,1,None,11,Election
C3305,02-05-2025 09:27,lokjon bujhte parbe na #3304,Facebook,Comment,Romanized,Social,0,0,0,0,None,9,Normal
C3306,27-03-2025 06:08,eta khub bhalo kotha #3305,Instagram,Comment,Romanized,Social,1,0,0,1,None,9,Normal
C3307,29-04-2025 04:22,lokjon bujhte parbe na #3306,Facebook,Comment,Romanized,Political,0,0,0,0,None,20,Normal
C3308,06-01-2025 15:27,eta khub bhalo kotha 🙂 #3307,Facebook,Comment,Romanized,Meme,1,0,0,0,None,19,Normal
C3309,06-04-2025 12:23,bujhle bhalo #3308,Instagram,Post,Romanized,Social,1,0,0,0,None,16,Protest
C3310,16-03-2025 08:05,lokjon bujhte parbe na 😂 #3309,Facebook,Post,Romanized,Neutral,0,0,0,0,None,3,Protest
C3311,19-05-2025 17:24,ajkal onek kichu cholche #3310,Facebook,Comment,Romanized,Political,0,0,0,0,None,9,Election
C3312,31-01-2025 09:43,sobai jane eta ki #3311,Instagram,Comment,Romanized,Social,1,1,1,1,None,11,Election
C3313,04-01-2025 03:45,lokjon bujhte parbe na #3312,Facebook,Ad,Romanized,Meme,0,0,0,0,None,15,Normal
C3314,28-02-2025 03:33,lokjon bujhte parbe na #3313,Facebook,Comment,Romanized,Social,0,0,0,0,None,17,Protest
C3315,09-02-2025 12:34,sobai jane eta ki 😂 #3314,Instagram,Comment,Romanized,Political,1,0,0,0,None,15,Normal
C3316,31-05-2025 21:13,ei desher obostha dekho #3315,Facebook,Comment,Romanized,Social,0,1,0,1,None,9,Normal
C3317,20-06-2025 12:38,kichu bolar nei #3316,Facebook,Comment,Romanized,Neutral,0,0,0,0,None,19,Election
C3318,16-05-2025 03:47,eta khub bhalo kotha 💀 #3317,Facebook,Comment,Romanized,Social,0,0,0,0,None,9,Normal
C3319,30-05-2025 07:39,bujhle bhalo 🙏 #3318,Facebook,Post,Romanized,Social,1,0,0,0,None,17,Election
C3320,06-05-2025 20:22,kichu bolar nei #3319,Facebook,Ad,Romanized,Neutral,0,0,0,0,None,9,Normal
C3321,10-03-2025 07:08,ei desher obostha dekho #3320,Facebook,Comment,Romanized,Political,0,0,0,1,None,24,Election
C3322,20-06-2025 00:53,ei desher obostha dekho #3321,Facebook,Comment,Romanized,Political,0,0,0,0,None,5,Normal
C3323,28-03-2025 12:42,lokjon bujhte parbe na #3322,Instagram,Post,Romanized,Meme,0,0,0,0,None,14,Normal
C3324,25-04-2025 11:29,bujhle bhalo #3323,Facebook,Comment,Romanized,Meme,0,0,0,0,None,9,Normal
C3325,02-01-2025 17:09,bujhle bhalo #3324,Facebook,Comment,Romanized,Social,1,0,0,0,None,11,Protest
C3326,09-04-2025 16:06,ei desher obostha dekho #3325,Facebook,Comment,Romanized,Social,1,0,0,0,None,4,Protest
C3327,07-03-2025 18:21,sobai jane eta ki 👀 #3326,Facebook,Post,Romanized,Neutral,0,0,0,0,None,21,Normal
C3328,01-02-2025 18:10,sobai jane eta ki 👀 #3327,Facebook,Comment,Romanized,Meme,1,0,0,0,None,5,Normal
C3329,27-01-2025 12:38,kichu bolar nei #3328,Facebook,Post,Romanized,Social,1,0,0,0,None,11,Normal
C3330,23-02-2025 05:21,bujhle bhalo #3329,Facebook,Comment,Romanized,Social,1,0,0,0,None,18,Normal
C3331,11-04-2025 21:30,ei desher obostha dekho #3330,Instagram,Comment,Romanized,Neutral,0,0,0,0,None,22,Election
C3332,15-05-2025 00:51,ajkal onek kichu cholche #3331,Facebook,Post,Romanized,Political,0,0,0,0,None,9,Protest
C3333,14-02-2025 14:15,bujhle bhalo #3332,Instagram,Comment,Romanized,Political,0,0,0,0,None,1,Normal
C3334,08-04-2025 07:24,eta khub bhalo kotha #3333,Facebook,Comment,Romanized,Social,1,1,1,1,None,8,Election
C3335,10-04-2025 17:56,kichu bolar nei #3334,Facebook,Post,Romanized,Meme,0,0,1,1,None,46,Normal
C3336,05-01-2025 09:40,ajkal onek kichu cholche #3335,Instagram,Comment,Romanized,Political,0,1,1,1,None,9,Election
C3337,06-01-2025 11:08,bujhle bhalo 🤡 #3336,Facebook,Post,Romanized,Neutral,1,0,1,1,None,37,Protest
C3338,15-05-2025 23:16,kichu bolar nei #3337,Facebook,Post,Romanized,Political,0,0,0,0,None,16,Normal
C3339,06-06-2025 20:31,eta khub bhalo kotha 🙂 #3338,Instagram,Comment,Romanized,Social,0,1,0,1,None,7,Normal
C3340,12-06-2025 12:34,sobai jane eta ki 💀 #3339,Facebook,Comment,Romanized,Social,1,0,0,0,None,15,Normal
C3341,23-01-2025 13:56,ei desher obostha dekho #3340,Facebook,Comment,Romanized,Political,0,1,0,1,None,11,Protest
C3342,28-06-2025 11:00,lokjon bujhte parbe na 🙏 #3341,Facebook,Comment,Romanized,Social,0,0,0,0,None,14,Normal
C3343,28-03-2025 22:53,ei desher obostha dekho #3342,Facebook,Comment,Romanized,Neutral,1,0,0,0,None,16,Election
C3344,27-05-2025 09:54,eta khub bhalo kotha 🙏 #3343,Facebook,Comment,Romanized,Political,0,0,0,0,None,5,Normal
C3345,14-04-2025 20:24,ei desher obostha dekho #3344,Facebook,Ad,Romanized,Political,0,0,0,0,None,12,Election
C3346,04-03-2025 05:00,ei desher obostha dekho 😏 #3345,Facebook,Comment,Romanized,Political,0,0,0,0,None,15,Normal
C3347,06-04-2025 11:20,bujhle bhalo 😡 #3346,Instagram,Comment,Romanized,Political,0,0,0,0,None,17,Protest
C3348,10-06-2025 09:25,lokjon bujhte parbe na #3347,Instagram,Post,Romanized,Neutral,1,0,0,0,None,7,Normal
C3349,21-02-2025 04:02,ajkal onek kichu cholche #3348,Instagram,Post,Romanized,Neutral,0,1,1,1,None,10,Election
C3350,27-05-2025 16:46,kichu bolar nei #3349,Facebook,Post,Romanized,Political,0,0,0,0,None,24,Normal
C3351,18-05-2025 07:05,eta khub bhalo kotha #3350,Facebook,Ad,Romanized,Political,0,0,0,0,None,1,Normal
C3352,01-05-2025 00:01,kichu bolar nei 💀 #3351,Facebook,Ad,Romanized,Social,0,0,0,0,None,6,Election
C3353,11-03-2025 04:58,ei desher obostha dekho 💀 #3352,Instagram,Comment,Romanized,Social,1,0,0,0,None,24,Election
C3354,06-02-2025 09:47,ajkal onek kichu cholche 💀 #3353,Instagram,Post,Romanized,Political,0,0,0,0,None,10,Protest
C3355,22-04-2025 23:32,kichu bolar nei #3354,Facebook,Post,Romanized,Meme,0,0,0,0,None,14,Normal
C3356,29-05-2025 04:54,lokjon bujhte parbe na #3355,Instagram,Post,Romanized,Neutral,1,0,0,0,None,16,Normal
C3357,25-03-2025 17:12,sobai jane eta ki 👀 #3356,Facebook,Post,Romanized,Political,0,0,0,1,None,21,Normal
C3358,05-01-2025 14:37,bujhle bhalo #3357,Instagram,Comment,Romanized,Neutral,1,0,0,0,None,16,Normal
C3359,31-05-2025 04:05,sobai jane eta ki #3358,Facebook,Post,Romanized,Meme,0,0,0,1,None,21,Normal
C3360,13-02-2025 00:03,eta khub bhalo kotha #3359,Facebook,Post,Romanized,Political,0,0,0,1,None,13,Normal
C3361,01-03-2025 02:18,lokjon bujhte parbe na #3360,Facebook,Post,Romanized,Political,0,0,0,0,None,10,Normal
C3362,08-04-2025 21:21,bujhle bhalo #3361,Facebook,Comment,Romanized,Political,1,0,0,0,None,4,Election
C3363,29-01-2025 12:33,eta khub bhalo kotha 👀 #3362,Facebook,Ad,Romanized,Meme,1,0,0,0,None,1,Normal
C3364,22-04-2025 12:45,kichu bolar nei #3363,Facebook,Comment,Romanized,Meme,0,1,1,1,None,6,Protest
C3365,21-05-2025 13:44,bujhle bhalo 😂 #3364,Facebook,Post,Romanized,Political,1,0,0,0,None,3,Normal
C3366,26-02-2025 01:09,ei desher obostha dekho #3365,Instagram,Comment,Romanized,Political,0,0,0,0,None,21,Normal
C3367,28-04-2025 14:39,eta khub bhalo kotha 🙂 #3366,Instagram,Comment,Romanized,Neutral,0,0,0,0,None,10,Normal
C3368,06-02-2025 19:09,bujhle bhalo #3367,Facebook,Post,Romanized,Political,1,0,0,0,None,20,Election
C3369,13-01-2025 08:40,lokjon bujhte parbe na 🙂 #3368,Facebook,Comment,Romanized,Political,0,0,0,0,None,1,Protest
C3370,30-01-2025 19:30,eta khub bhalo kotha #3369,Facebook,Post,Romanized,Social,0,0,0,0,None,21,Normal
C3371,10-05-2025 10:03,ei desher obostha dekho #3370,Facebook,Ad,Romanized,Meme,0,0,0,0,None,2,Election
C3372,16-06-2025 20:49,eta khub bhalo kotha #3371,Facebook,Comment,Romanized,Social,1,0,0,0,None,5,Protest
C3373,14-01-2025 16:36,eta khub bhalo kotha 👀 #3372,Facebook,Comment,Romanized,Social,0,0,0,1,None,24,Normal
C3374,30-04-2025 13:53,eta khub bhalo kotha #3373,Facebook,Ad,Romanized,Social,0,0,1,1,None,46,Protest
C3375,26-06-2025 15:15,sobai jane eta ki #3374,Instagram,Comment,Romanized,Social,0,0,1,1,None,40,Normal
C3376,03-05-2025 15:25,ei desher obostha dekho #3375,Instagram,Comment,Romanized,Social,0,0,0,0,None,13,Normal
C3377,01-06-2025 09:59,kichu bolar nei #3376,Facebook,Comment,Romanized,Social,1,0,0,0,None,6,Election
C3378,09-06-2025 22:17,bujhle bhalo #3377,Instagram,Comment,Romanized,Social,0,1,0,1,None,11,Protest
C3379,18-05-2025 14:10,ei desher obostha dekho #3378,Facebook,Ad,Romanized,Political,0,0,0,0,None,11,Election
C3380,09-01-2025 12:42,ei desher obostha dekho #3379,Facebook,Post,Romanized,Neutral,1,0,0,0,None,9,Normal
